"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.URL1","Input.NAME1","Input.URL2","Input.NAME2","Input.URL3","Input.NAME3","Input.URL4","Input.NAME4","Input.URL5","Input.NAME5","Answer.Performance1","Answer.Performance2","Answer.Performance3","Answer.Performance4","Answer.Performance5","Answer.Reason1","Answer.Reason2","Answer.Reason3","Answer.Reason4","Answer.Reason5","Approve","Reject"
"36FFXPMSTA1U594BBFEQ31277TNHO3","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:38 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:38 PDT 2018","","","317HQ483I95E63DD6K10D8Z5A3KNI0","A2HWF3DPE0MDCN","Submitted","Sun Sep 02 12:57:51 PDT 2018","Sun Sep 02 13:00:37 PDT 2018","Wed Sep 05 13:00:37 PDT 2018","","","","166","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/1gBXL_K53ym0HevXCFzVRMVc51qmNvv-b/preview","tpgmm_envC_initD_user6.avi","https://drive.google.com/file/d/14WfPwBJry5TRUKNBBV4syesZobqn0AHa/preview","tpgmm_envC_initA_user8.avi","https://drive.google.com/file/d/1yrYr1_70Sk0r0devAga_ZKekpVqVtv-a/preview","clfdm_envC_initA_user2_g.avi","https://drive.google.com/file/d/1aF1yPgfbprn8Kcb2uerwoo0vHBlcQZC8/preview","tlgc_envC_initD_user4.avi","https://drive.google.com/file/d/1lCqQWdnrpeKCu-x5ucyWBft8SL2mwx8F/preview","tlgc_envC_initA_user1.avi","Agree","Agree","Strongly disagree","Strongly agree","Agree","GoalFailed","GoalFailed","GoalFailed","","GoalFailed"
"3YCT0L9OMNM1DXIFLUQCSQ94QUZSNK","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:39 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:39 PDT 2018","","","3PMBY0YE29G24YNJD0M9K46QS9IC9N","A2ZX5TLZPAQ2XD","Submitted","Sun Sep 02 12:57:11 PDT 2018","Sun Sep 02 13:00:35 PDT 2018","Wed Sep 05 13:00:35 PDT 2018","","","","204","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/15VFWB6VIJW8FZH6C_08cvYUm0uCUZela/preview","clfdm_envC_initA_user4.avi","https://drive.google.com/file/d/19iIXixzLwMaUROKtj9Qygbwsg81Fz_3K/preview","tpgmm_envC_initB_user10.avi","https://drive.google.com/file/d/1skQ49VL2RQrSM_eDtu_NJORxv9ZamImD/preview","tpgmm_envC_initB_user2_g.avi","https://drive.google.com/file/d/1ZUe-sZ0w4MpsdmDZyKManJMv9ks2759N/preview","tlgc_envC_initC_user4.avi","https://drive.google.com/file/d/1MJaNlQ77lkmRbTUh8MkdeNulxZ6NQ6T8/preview","clfdm_envC_initD_user8.avi","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","","","GoalFailed|Inefficient","GoalFailed",""
"3R5OYNIC2DM2VI77Q98U6KALSSEPT2","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:39 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:39 PDT 2018","","","3OS4RQUCRBSSV3MQ2MQ6JGMJDMDFBB","A2G5GGLXD2KSZS","Submitted","Sun Sep 02 12:47:38 PDT 2018","Sun Sep 02 12:49:27 PDT 2018","Wed Sep 05 12:49:27 PDT 2018","","","","109","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/1nJwc1BIq8PQW5-BVqtnXTLH17RZYQEhg/preview","tlgc_envC_initC_user8.avi","https://drive.google.com/file/d/1HPJcnGfGpZvTVLLdOeaHPMtXzEdjScYe/preview","clfdm_envC_initB_user2.avi","https://drive.google.com/file/d/1yrYr1_70Sk0r0devAga_ZKekpVqVtv-a/preview","clfdm_envC_initA_user2_g.avi","https://drive.google.com/file/d/1JeUfCJNaUlbu7nRL0oQL1cTnJkET4LTc/preview","promp_envC_initB_user6.avi","https://drive.google.com/file/d/1V91dXDrk0d8fyACwUmy66t0vnRLYj0aF/preview","clfdm_envC_initA_user8.avi","Agree","Strongly agree","Strongly disagree","Agree","Strongly disagree","GoalFailed","","GoalFailed|Inefficient","GoalFailed","GoalFailed|Inefficient|Unsafe"
"3RWO3EJELIM1MYVYOQOK0ERQ0AO1P8","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:39 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:39 PDT 2018","","","3K4J6M3CXG6TQTDT7SWS6Q2PWJTAGB","A2XGOBIWUDYLOT","Submitted","Sun Sep 02 12:57:48 PDT 2018","Sun Sep 02 13:02:44 PDT 2018","Wed Sep 05 13:02:44 PDT 2018","","","","296","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/1P_2spqmFs-BZLwI1zOpzPFw0cxc021S8/preview","tpgmm_envC_initC_user9.avi","https://drive.google.com/file/d/1EQcYvGAJ_4hBx0aFhoUrBXDlwQaRP2LV/preview","clfdm_envC_initA_user7.avi","https://drive.google.com/file/d/1yrYr1_70Sk0r0devAga_ZKekpVqVtv-a/preview","clfdm_envC_initA_user2_g.avi","https://drive.google.com/file/d/13vvExwtKxM5x3hSz1TWoFE5v9BUBziPO/preview","clfdm_envC_initA_user1.avi","https://drive.google.com/file/d/1qWaNxVSbv1Dv_B_AIaJ_4kLfLF0B9kj8/preview","tpgmm_envC_initC_user10.avi","Agree","Disagree","Disagree","Disagree","Strongly agree","Inefficient","GoalFailed","GoalFailed","GoalFailed","Inefficient"
"3SBNLSTU6VIPSXDGRS6HSEUDZ5XZDE","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:39 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:39 PDT 2018","","","3V0Z7YWSI0DN3N8KJ82Z09M17AO2VK","A21SK76H3RJY5I","Submitted","Sun Sep 02 12:47:24 PDT 2018","Sun Sep 02 12:52:48 PDT 2018","Wed Sep 05 12:52:48 PDT 2018","","","","324","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/1k4Gmz2SPW39sGrTWNpTnuX-FTlQc5bIs/preview","promp_envC_initD_user4.avi","https://drive.google.com/file/d/1gnlWr2WDT7EYHsYQwyteKRaHEXl1l9Cs/preview","tpgmm_envC_initD_user5.avi","https://drive.google.com/file/d/1fPA8eazfZVf46_E9NvWtal0X5sqLWWOo/preview","promp_envC_initC_user2_g.avi","https://drive.google.com/file/d/1xpJRLTWNPqg3f5mDaZ_vn6ZgKYQUlOVW/preview","promp_envC_initC_user9.avi","https://drive.google.com/file/d/1lS8oAxl0Sxeqixl6qoZnhdQ0a9F7qsRM/preview","tlgc_envC_initD_user10.avi","Disagree","Agree","Strongly disagree","Disagree","Disagree","GoalFailed|Inefficient","Inefficient","GoalFailed","GoalFailed","GoalFailed|Inefficient"
"3QXFBUZ4ZLTBIITXNV8HH7IVAFYUGU","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:39 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:39 PDT 2018","","","34QN5IT0T14IW19TWSNBP79EZE3801","AJATFTFZ8OWHO","Submitted","Sun Sep 02 12:47:38 PDT 2018","Sun Sep 02 12:50:27 PDT 2018","Wed Sep 05 12:50:27 PDT 2018","","","","169","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/1k4Gmz2SPW39sGrTWNpTnuX-FTlQc5bIs/preview","promp_envC_initD_user4.avi","https://drive.google.com/file/d/1gnlWr2WDT7EYHsYQwyteKRaHEXl1l9Cs/preview","tpgmm_envC_initD_user5.avi","https://drive.google.com/file/d/1yrYr1_70Sk0r0devAga_ZKekpVqVtv-a/preview","clfdm_envC_initA_user2_g.avi","https://drive.google.com/file/d/1xpJRLTWNPqg3f5mDaZ_vn6ZgKYQUlOVW/preview","promp_envC_initC_user9.avi","https://drive.google.com/file/d/1lS8oAxl0Sxeqixl6qoZnhdQ0a9F7qsRM/preview","tlgc_envC_initD_user10.avi","Agree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Inefficient","Inefficient","GoalFailed","","GoalFailed|Inefficient"
"3VADEH0UHDA1GIUS1934WFEZQ90PSD","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:39 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:39 PDT 2018","","","3YMU66OBIPL80GL7DY6KNCPT9EIHGS","AUI3R928P63B0","Submitted","Sun Sep 02 12:46:57 PDT 2018","Sun Sep 02 12:52:19 PDT 2018","Wed Sep 05 12:52:19 PDT 2018","","","","322","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/1hiH5fZPtu9mMiUocCLVVmlw3xkrYiBs8/preview","tlgc_envC_initB_user8.avi","https://drive.google.com/file/d/1NiGsW8qm1oC_2XASGb52tFz2uJSHXOla/preview","promp_envC_initC_user8.avi","https://drive.google.com/file/d/1yrYr1_70Sk0r0devAga_ZKekpVqVtv-a/preview","clfdm_envC_initA_user2_g.avi","https://drive.google.com/file/d/1Y1JvHfcqUyWFyeS7s4qhMvAyAV_G9lXv/preview","tpgmm_envC_initA_user10.avi","https://drive.google.com/file/d/1gMGBneCG4MebNb4ZuLEkQ-qeZPbO0dTu/preview","tlgc_envC_initB_user2.avi","Agree","Agree","Strongly disagree","Disagree","Disagree","GoalFailed","GoalFailed","GoalFailed|Inefficient","GoalFailed","GoalFailed"
"3W1K7D6QSCUWD0FWDWFBXO6DWKLZB7","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:39 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:39 PDT 2018","","","35L9RVQFCQVR5YM2X3V1RRQKIMXHUS","A1KEAHVVML6319","Submitted","Sun Sep 02 12:47:18 PDT 2018","Sun Sep 02 12:53:21 PDT 2018","Wed Sep 05 12:53:21 PDT 2018","","","","363","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/1hiH5fZPtu9mMiUocCLVVmlw3xkrYiBs8/preview","tlgc_envC_initB_user8.avi","https://drive.google.com/file/d/1NiGsW8qm1oC_2XASGb52tFz2uJSHXOla/preview","promp_envC_initC_user8.avi","https://drive.google.com/file/d/1fPA8eazfZVf46_E9NvWtal0X5sqLWWOo/preview","promp_envC_initC_user2_g.avi","https://drive.google.com/file/d/1Y1JvHfcqUyWFyeS7s4qhMvAyAV_G9lXv/preview","tpgmm_envC_initA_user10.avi","https://drive.google.com/file/d/1gMGBneCG4MebNb4ZuLEkQ-qeZPbO0dTu/preview","tlgc_envC_initB_user2.avi","Agree","Agree","Agree","Disagree","Agree","GoalFailed","Inefficient","Inefficient","GoalFailed","GoalFailed"
"3KL228NDMWZXFMOLTH4FBK9X8O0KGN","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:39 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:39 PDT 2018","","","3QAVNHZ3EOH9CLRUIJT8JI7XS0EALG","A3L60SOWLYEDN2","Submitted","Sun Sep 02 12:48:17 PDT 2018","Sun Sep 02 12:50:39 PDT 2018","Wed Sep 05 12:50:39 PDT 2018","","","","142","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/1lRdVykO9SYsvwHj1OgT6ABQ4aWoxB_Rd/preview","clfdm_envC_initA_user2.avi","https://drive.google.com/file/d/1jcUCgpWt7YmEnFE3g4WflcU-6qe2jsai/preview","tpgmm_envC_initA_user2.avi","https://drive.google.com/file/d/1fPA8eazfZVf46_E9NvWtal0X5sqLWWOo/preview","promp_envC_initC_user2_g.avi","https://drive.google.com/file/d/1o5YprYI-QDDtfddspIACp9MbtqkzFxqN/preview","tlgc_envC_initA_user2.avi","https://drive.google.com/file/d/1OTq_mGRVreRYkhMrdEMFLIE-ZpOfB0WW/preview","clfdm_envC_initD_user4.avi","Strongly disagree","Agree","Strongly disagree","Disagree","Agree","GoalFailed","Inefficient","GoalFailed","GoalFailed","Inefficient"
"33P2GD6NRO5BFIJWDNMXWKLYNODKHM","3ZYIH7REHFN2RPRG3IGMWUFN6FTO1A","Rate a robot's performance of a task in a video","Provided a video of a robot performing a task, rate the robot's performance.","robotics, trajectory, evaluation, quality, imitation learning, learning from demonstration, robot","$0.25","Sun Sep 02 12:46:39 PDT 2018","1","BatchId:3359395;OriginalHitTemplateId:920937332;","600","259200","Wed Sep 05 12:46:39 PDT 2018","","","3WAKVUDHUYTUC9GQKU9P0E1Q4J17UG","AZLZA0Q87TJZO","Submitted","Sun Sep 02 12:47:51 PDT 2018","Sun Sep 02 12:50:00 PDT 2018","Wed Sep 05 12:50:00 PDT 2018","","","","129","0% (0/0)","0% (0/0)","0% (0/0)","https://drive.google.com/file/d/1eAXspZElJTTICSzkTDc8GTaJ5v1yoqbt/preview","clfdm_envC_initD_user10.avi","https://drive.google.com/file/d/1VEk2uqM12clJl0GebdRF_XgQC-GjgdLJ/preview","clfdm_envC_initC_user5.avi","https://drive.google.com/file/d/1skQ49VL2RQrSM_eDtu_NJORxv9ZamImD/preview","tpgmm_envC_initB_user2_g.avi","https://drive.google.com/file/d/1ZevLTxGU2mVDtzQ_1jV0E4-zL0C_fq3j/preview","promp_envC_initA_user4.avi","https://drive.google.com/file/d/1le4UUyF481IF6GZFVGhPsGftJC-DZ8xB/preview","promp_envC_initD_user5.avi","Disagree","Strongly disagree","Strongly disagree","Agree","Agree","Unsafe","GoalFailed|Unsafe","GoalFailed","Inefficient","Inefficient"
